ORGAO,FUNCAO,SUBFUNCAO,ACAO
FUNDO MUNICIPAL DE EDUCACAO ? INFRAESTRUTURA,12 - EDUCACAO,368 - EDUCACAO BASICA,1129 - IMPLANTACAO DE INFRAESTRUTURA ESPORTIVA NAS ESCOLAS
FUNDO MUNICIPAL DE EDUCACAO ? INFRAESTRUTURA,12 - EDUCACAO,368 - EDUCACAO BASICA,1224 - CONSTRUCAO DE UNIDADES ESCOLARES - ENSINO FUNDAMENTAL
FUNDO MUNICIPAL DE EDUCACAO ? INFRAESTRUTURA,12 - EDUCACAO,368 - EDUCACAO BASICA,1226 - REFORMA E AMPLIACAO DE UNIDADES ESCOLARES - ENSINO FUNDAMENTAL
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1015 - REALIZACAO DE ESTUDOS E PROJETOS PARA FINS HABITACIONAIS
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1016 - IMPLANTACAO DE INFRAESTRUTURA URBANA
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1017 - REALIZACAO DE TRABALHO TECNICO SOCIAL JUNTO AS FAMILIAS DE BAIXA RENDA
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1018 - MELHORIA DA HABITACAO DE INTERESSE SOCIAL
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1019 - PRODUCAO E MELHORIAS HABITACIONAIS E INFRAESTRUTURA - VILA DO MAR
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1020 - PRODUCAO DE UNIDADE HABITACIONAL DE INTERESSE SOCIAL
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1028 - PRODUCAO E MELHORIA HABITACIONAL - SERVILUZ (ALDEIA DA PRAIA)
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1050 - REGULARIZACAO FUNDIARIA DE MELHORIAS HABITACIONAIS E URBANIZACAO
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1051 - REGULARIZACAO FUNDIARIA EM OCUPACOES CONSOLIDADAS
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1054 - REGULARIZACAO FUNDIARIA EM CONJUNTOS HABITACIONAIS
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,1136 - APOIAR A IMPLANTACAO DE INFRAESTRUTURA - PROGRAMA MINHA CASA MINHA VIDA
FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL,16 - HABITACAO,482 - HABITACAO URBANA,2964 - PROMOCAO DE LOCACAO SOCIAL PARA FAMILIAS DE BAIXA RENDA EM CASOS EMERGENCIAIS
FUNDO MUNICIPAL DE JUVENTUDE DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
FUNDO MUNICIPAL DE JUVENTUDE DE FORTALEZA,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
FUNDO MUNICIPAL DE JUVENTUDE DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,2030 - GESTAO E MANUTENCAO DE CENTROS DE JUVENTUDE
FUNDO MUNICIPAL DE JUVENTUDE DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,2480 - GESTAO E MANUTENCAO DOS CUCAS
FUNDO MUNICIPAL DE JUVENTUDE DE FORTALEZA,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1251 - FORTALECIMENTO DA QUALIDADE DOS SERVICOS DA REDE DE JUVENTUDE
FUNDO MUNICIPAL DE JUVENTUDE DE FORTALEZA,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1506 - DESENVOLVIMENTO DE PROJETOS INOVADORES PARA A JUVENTUDE
FUNDO MUNICIPAL DE JUVENTUDE DE FORTALEZA,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",2154 - GESTAO E MANUTENCAO DO CENTRO DE ARTE E ESPORTES UNIFICADOS - CEU
FUNDO MUNICIPAL DE JUVENTUDE DE FORTALEZA,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","2155 - FORTALECIMENTO DAS POLITICAS DE JUVENTUDE POR MEIO DE CONVENIOS, CHAMADAS PUBLICAS E EDITAIS"
FUNDO MUNICIPAL DE LIMPEZA URBANA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE LIMPEZA URBANA,15 - URBANISMO,304 - VIGILANCIA SANITARIA,2187 - OPERACIONALIZACAO DE ATERRO SANITARIO
FUNDO MUNICIPAL DE LIMPEZA URBANA,15 - URBANISMO,452 - SERVICOS URBANOS,1213 - IMPLANTACAO DE ATERRO SANITARIO
FUNDO MUNICIPAL DE LIMPEZA URBANA,15 - URBANISMO,452 - SERVICOS URBANOS,2033 - COLETA E TRANSPORTE DE RESIDUOS SOLIDOS URBANOS
FUNDO MUNICIPAL DE LIMPEZA URBANA,15 - URBANISMO,452 - SERVICOS URBANOS,"2083 - MANUTENCAO DA LIMPEZA PUBLICA DE VIAS, PRACAS E LOGRADOUROS."
FUNDO MUNICIPAL DE POLITICAS SOBRE DROGAS,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1492 - APOIO A REINSERCAO DE USUARIOS DE DROGAS NO MERCADO FORMAL DE TRABALHO - ACOLHER E TRANSFORMAR
FUNDO MUNICIPAL DE POLITICAS SOBRE DROGAS,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1494 - REALIZACAO DE EVENTOS
FUNDO MUNICIPAL DE POLITICAS SOBRE DROGAS,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1495 - REALIZACAO DE ACOES FORMATIVAS PARA A PREVENCAO AO USO INDEVIDO DE DROGAS
FUNDO MUNICIPAL DE POLITICAS SOBRE DROGAS,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2257 - APOIO AOS USUARIOS DE DROGAS E SEUS FAMILIARES COM FOCO NA REDUCAO DE DANOS
FUNDO MUNICIPAL DE POLITICAS SOBRE DROGAS,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2261 - GERENCIAMENTO DO CENTRO INTEGRADO DE REFERENCIA SOBRE DROGAS ? CIRD
FUNDO MUNICIPAL DE POLITICAS SOBRE DROGAS,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,"2262 - APOIO AO FUNCIONAMENTO DO CIRD, CONSELHO MUNICIPAL SOBRE DROGA E COMITES TERRITORIAIS"
FUNDO MUNICIPAL DE POLITICAS SOBRE DROGAS,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1493 - ELABORACAO E SOCIALIZACAO DE CONHECIMENTO EM POLITICAS SOBRE DROGAS
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,122 - ADMINISTRACAO GERAL,1055 - APOIO E REALIZACAO DE CONFERENCIAS E PLENARIAS
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,122 - ADMINISTRACAO GERAL,1068 - DESENVOLVIMENTO DE PROJETOS EM PARCERIA PUBLICO - PRIVADA
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,122 - ADMINISTRACAO GERAL,2133 - ENFRENTAMENTO DA EMERGENCIA COVID19
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,122 - ADMINISTRACAO GERAL,2479 - GESTAO E MANUTENCAO DO CONSELHO MUNICIPAL DE SAUDE E DOS INSTRUMENTOS DE PARTICIPACAO
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,122 - ADMINISTRACAO GERAL,2495 - GESTAO E MANUTENCAO DAS ACOES DA POLITICA DE EDUCACAO PERMANENTE EM SAUDE
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,301 - ATENCAO BASICA,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,301 - ATENCAO BASICA,2504 - GESTAO E MANUTENCAO DAS ACOES DA ATENCAO PRIMARIA A SAUDE
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,1023 - DESENVOLVIMENTO INSTITUCIONAL DA SECRETARIA MUNICIPAL DA SAUDE - PROREDES
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,1618 - IMPLANTACAO DE EQUIPAMENTOS DE ATENCAO ESPECIALIZADA A SAUDE
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1638 - PROGRAMA DE ORTESES, PROTESES E MEIOS AUXILIARES DE LOCOMOCAO - OPME"
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2503 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS - ATENCAO ESPECIALIZADA A SAUDE
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2514 - GESTAO E MANUTENCAO DE ATENCAO DA REDE PSICOSSOCIAL
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2528 - GESTAO E MANUTENCAO DAS ACOES DA ATENCAO ESPECIALIZADA EM SAUDE - REDE PROPRIA
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"2540 - GESTAO E MANUTENCAO DAS ACOES DA ATENCAO ESPECIALIZADA EM SAUDE - REDE PUBLICA FEDERAL, ESTADUAL E REDE COMPLEMENTAR"
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,303 - SUPORTE PROFILATICO E TERAPEUTICO,2518 - GESTAO E MANUTENCAO DAS ACOES DA ASSISTENCIA FARMACEUTICA
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,304 - VIGILANCIA SANITARIA,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,304 - VIGILANCIA SANITARIA,2239 - GESTAO E MANUTENCAO DAS ACOES DAS POLITICAS DE VIGILANCIA EM SAUDE
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,305 - VIGILANCIA EPIDEMIOLOGICA,2044 - GESTAO E MANUTENCAO DAS ACOES DA REDE DE ATENCAO AS CONDICOES CRONICAS
FUNDO MUNICIPAL DE SAUDE,10 - SAUDE,846 - OUTROS ENCARGOS ESPECIAIS,2348 - CUMPRIMENTO DE SENTENCAS JUDICIAIS
FUNDO MUNICIPAL DE SAUDE,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0017 - CONTRIBUICAO PARA FORMACAO DO PASEP
FUNDO MUNICIPAL DE SAUDE - INFRAESTRUTURA,10 - SAUDE,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE SAUDE - INFRAESTRUTURA,10 - SAUDE,301 - ATENCAO BASICA,"1686 - AMPLIACAO, REFORMA E MANUTENCAO PREDIAL DE UNIDADES DE SAUDE"
FUNDO MUNICIPAL DE SAUDE - INFRAESTRUTURA,10 - SAUDE,301 - ATENCAO BASICA,1687 - IMPLANTACAO DE UNIDADES DE SAUDE
FUNDO MUNICIPAL DE SAUDE - INFRAESTRUTURA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1053 - AMPLIACAO, REFORMA E MANUTENCAO DA REDE PSICOSSOCIAL"
FUNDO MUNICIPAL DE SAUDE - INFRAESTRUTURA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,1617 - IMPLANTACAO DA REDE PSICOSSOCIAL
FUNDO MUNICIPAL DE SAUDE - INFRAESTRUTURA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,1618 - IMPLANTACAO DE EQUIPAMENTOS DE ATENCAO ESPECIALIZADA A SAUDE
FUNDO MUNICIPAL DE SAUDE - INFRAESTRUTURA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1641 - AMPLIACAO, REFORMA E MANUTENCAO PREDIAL DE EQUIPAMENTO DE ATENCAO ESPECIALIZADA A SAUDE"
FUNDO MUNICIPAL DE SAUDE - INFRAESTRUTURA,10 - SAUDE,451 - INFRA-ESTRUTURA URBANA,1445 - CONSTRUCAO DE EQUIPAMENTOS DE SAUDE
FUNDO MUNICIPAL DE SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,121 - PLANEJAMENTO E ORCAMENTO,1155 - REALIZACAO DE ESTUDOS E PESQUISAS SOBRE A CIDADE
FUNDO MUNICIPAL DE SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
FUNDO MUNICIPAL DE SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
FUNDO MUNICIPAL DE SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,181 - POLICIAMENTO,1108 - REESTRUTURACAO INSTITUCIONAL DA SESEC E SUBORDINADAS
FUNDO MUNICIPAL DO JOVEM EMPREENDEDOR,11 - TRABALHO,333 - EMPREGABILIDADE,"1173 - ATENDIMENTO AO MICROEMPREENDEDOR INDIVIDUAL, AS MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE"
FUNDO MUNICIPAL DO JOVEM EMPREENDEDOR,11 - TRABALHO,333 - EMPREGABILIDADE,1657 - FINANCIAMENTO DE EMPREENDIMENTOS PRODUTIVOS PARA JOVENS
FUNDO MUNICIPAL DO JOVEM EMPREENDEDOR,11 - TRABALHO,333 - EMPREGABILIDADE,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DOS DIREITOS HUMANOS DA PESSOA IDOSA,14 - DIREITOS DA CIDADANIA,241 - ASSISTENCIA AO IDOSO,1513 - REALIZACAO DE EVENTOS VOLTADOS PARA A PESSOA IDOSA
FUNDO MUNICIPAL DOS DIREITOS HUMANOS DA PESSOA IDOSA,14 - DIREITOS DA CIDADANIA,241 - ASSISTENCIA AO IDOSO,2010 - MANUTENCAO DO CENTRO DE REFERENCIA DO IDOSO
FUNDO MUNICIPAL DOS DIREITOS HUMANOS DA PESSOA IDOSA,14 - DIREITOS DA CIDADANIA,241 - ASSISTENCIA AO IDOSO,2038 - MANUTENCAO DO CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA IDOSA - CMDPI
FUNDO MUNICIPAL DOS DIREITOS HUMANOS DA PESSOA IDOSA,14 - DIREITOS DA CIDADANIA,241 - ASSISTENCIA AO IDOSO,2066 - ATENCAO INTEGRAL E INTERGERACIONAL A PESSOA IDOSA
FUNDO MUNICIPAL DOS DIREITOS HUMANOS DA PESSOA IDOSA,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",2335 - APOIO AO DESENVOLVIMENTO INSTITUCIONAL
FUNDO MUNICIPAL PARA PROTECAO DOS DIREITOS DA PESSOA COM DEFICIENCIA,14 - DIREITOS DA CIDADANIA,242 - ASSISTENCIA AO PORTADOR DE DEFICIENCIA,1514 - REALIZACAO DE EVENTOS COM FOCO NA PESSOA COM DEFICIENCIA
FUNDO MUNICIPAL PARA PROTECAO DOS DIREITOS DA PESSOA COM DEFICIENCIA,14 - DIREITOS DA CIDADANIA,242 - ASSISTENCIA AO PORTADOR DE DEFICIENCIA,2282 - PROMOCAO DA POLITICA DOS DIREITOS DA PESSOA COM DEFICIENCIA
FUNDO MUNICIPAL PARA PROTECAO DOS DIREITOS DA PESSOA COM DEFICIENCIA,14 - DIREITOS DA CIDADANIA,242 - ASSISTENCIA AO PORTADOR DE DEFICIENCIA,2335 - APOIO AO DESENVOLVIMENTO INSTITUCIONAL
GABINETE DO PREFEITO,04 - ADMINISTRACAO,121 - PLANEJAMENTO E ORCAMENTO,1233 - IMPLEMENTACAO DE MECANISMOS DE PARTICIPACAO DIGITAL
GABINETE DO PREFEITO,04 - ADMINISTRACAO,121 - PLANEJAMENTO E ORCAMENTO,1496 - FORMACAO PARA PROMOCAO DA CIDADANIA
GABINETE DO PREFEITO,04 - ADMINISTRACAO,121 - PLANEJAMENTO E ORCAMENTO,2371 - GESTAO E MANUTENCAO DA COORDENADORIA DA PARTICIPACAO SOCIAL
GABINETE DO PREFEITO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
GABINETE DO PREFEITO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
GABINETE DO PREFEITO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
GABINETE DO PREFEITO,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
GABINETE DO PREFEITO,04 - ADMINISTRACAO,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
GABINETE DO VICE-PREFEITO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
GABINETE DO VICE-PREFEITO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
GABINETE DO VICE-PREFEITO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
GABINETE DO VICE-PREFEITO,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
GABINETE DO VICE-PREFEITO,04 - ADMINISTRACAO,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
GABINETE DO VICE-PREFEITO,06 - SEGURANCA PUBLICA,183 - INFORMACAO E INTELIGENCIA,2034 - MANUTENCAO DO CONSELHO MUNICIPAL DE PROTECAO URBANA DE FORTALEZA
GUARDA MUNICIPAL DE FORTALEZA,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
GUARDA MUNICIPAL DE FORTALEZA,06 - SEGURANCA PUBLICA,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
GUARDA MUNICIPAL DE FORTALEZA,06 - SEGURANCA PUBLICA,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
GUARDA MUNICIPAL DE FORTALEZA,06 - SEGURANCA PUBLICA,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
GUARDA MUNICIPAL DE FORTALEZA,06 - SEGURANCA PUBLICA,181 - POLICIAMENTO,2089 - PROMOCAO DAS ACOES PREVENTIVAS
GUARDA MUNICIPAL DE FORTALEZA,06 - SEGURANCA PUBLICA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1809 - REAPARELHAMENTO DA GUARDA MUNICIPAL
HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2621 - MANUTENCAO DA REDE DE HOSPITAIS DO MUNICIPIO
HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2621 - MANUTENCAO DA REDE DE HOSPITAIS DO MUNICIPIO
HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2621 - MANUTENCAO DA REDE DE HOSPITAIS DO MUNICIPIO
HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2621 - MANUTENCAO DA REDE DE HOSPITAIS DO MUNICIPIO
HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2621 - MANUTENCAO DA REDE DE HOSPITAIS DO MUNICIPIO
HOSPITAL DISTRITAL MARIA JOSE BARROSO DE OLIVEIRA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
HOSPITAL DISTRITAL MARIA JOSE BARROSO DE OLIVEIRA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2621 - MANUTENCAO DA REDE DE HOSPITAIS DO MUNICIPIO
HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2621 - MANUTENCAO DA REDE DE HOSPITAIS DO MUNICIPIO
HOSPITAL E MATERNIDADE DRA ZILDA ARNS NEUMANN,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1645 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS - HMDZAN"
HOSPITAL E MATERNIDADE DRA ZILDA ARNS NEUMANN,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2545 - MANUTENCAO DO HOSPITAL E MATERNIDADE DRA ZILDA ARNS NEUMANN
HOSPITAL E MATERNIDADE DRA ZILDA ARNS NEUMANN,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2875 - AQUISICAO DE ORTESE/PROTESE E MATERIAL ESPECIALIZADO HOSPITALAR
HOSPITAL INFANTIL DE FORTALEZA DRA. LUCIA DE FATIMA RIBEIRO GUIMARAES SA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
HOSPITAL INFANTIL DE FORTALEZA DRA. LUCIA DE FATIMA RIBEIRO GUIMARAES SA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2621 - MANUTENCAO DA REDE DE HOSPITAIS DO MUNICIPIO
INSTITUTO DE PESOS E MEDIDAS,14 - DIREITOS DA CIDADANIA,125 - NORMALIZACAO E FISCALIZACAO,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
INSTITUTO DE PESOS E MEDIDAS,14 - DIREITOS DA CIDADANIA,125 - NORMALIZACAO E FISCALIZACAO,"1951 - CONSTRUCAO, REFORMA E AMPLIACAO DAS REGIONAIS DO IPEM"
INSTITUTO DE PESOS E MEDIDAS,14 - DIREITOS DA CIDADANIA,125 - NORMALIZACAO E FISCALIZACAO,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
INSTITUTO DE PESOS E MEDIDAS,14 - DIREITOS DA CIDADANIA,125 - NORMALIZACAO E FISCALIZACAO,2092 - VERIFICACAO E FISCALIZACAO DO CONTROLE DA QUALIDADE
INSTITUTO DE PESOS E MEDIDAS,14 - DIREITOS DA CIDADANIA,125 - NORMALIZACAO E FISCALIZACAO,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
INSTITUTO DE PESOS E MEDIDAS,14 - DIREITOS DA CIDADANIA,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
